DATE,OPEN,HIGH,LOW,CLOSE
24/01/2022,13481.5,13876.61,13094.65,13855.13
21/01/2022,14046.2,14171.72,13764.24,13768.92
20/01/2022,14462.9,14642.03,14140.78,14154.02
19/01/2022,14582.2,14658.89,14331.65,14340.25
18/01/2022,14681.8,14740.54,14482.94,14506.9
14/01/2022,14708,14897.68,14689.43,14893.75
13/01/2022,15245,15259.71,14782.24,14806.81
12/01/2022,15263.1,15319.03,15117.29,15188.39
11/01/2022,14919.3,15158.71,14837.63,15153.45
10/01/2022,14751.8,14953.85,14530.23,14942.83
07/01/2022,15095.7,15171.02,14877.63,14935.9
06/01/2022,15024.2,15198.45,14914.87,15080.87
05/01/2022,15547.2,15586.3,15095.18,15100.17
04/01/2022,15852.1,15852.14,15512.41,15622.72
03/01/2022,15732.5,15832.8,15644.09,15832.8
31/12/2021,15722.9,15777.43,15643.94,15644.97
30/12/2021,15759,15868.09,15729.16,15741.56
29/12/2021,15794.92,15821.81,15679.85,15766.22
28/12/2021,15895.2,15901.47,15757.07,15781.72
27/12/2021,15696.8,15871.4,15696.8,15871.26
23/12/2021,15544.79,15697.98,15528.91,15653.37
22/12/2021,15319.2,15525.97,15303.06,15521.89
21/12/2021,15140.4,15349.06,15015.03,15341.09
20/12/2021,14933,15007.3,14860.04,14980.94
17/12/2021,15036.8,15288.78,14960.37,15169.68
16/12/2021,15629.1,15633.19,15119.49,15180.43
15/12/2021,15230.71,15575.76,15055.23,15565.58
14/12/2021,15216,15317.55,15097.35,15237.64
13/12/2021,15621.3,15637.06,15408.25,15413.28
10/12/2021,15629.59,15677.6,15477.85,15630.6
09/12/2021,15720.5,15796.05,15511.12,15517.37
08/12/2021,15690.6,15792.64,15618.88,15786.99
07/12/2021,15510.9,15720.09,15507.66,15686.92
06/12/2021,15117.6,15281.99,14931.61,15225.15
03/12/2021,15428.7,15470.36,14931.06,15085.47
02/12/2021,15181.8,15444.54,15150.12,15381.32
01/12/2021,15752.3,15816.82,15243.93,15254.05
30/11/2021,15716.5,15828.2,15451.38,15537.69
29/11/2021,15719.4,15833.11,15644.61,15782.83
26/11/2021,15664.4,15731.54,15456.09,15491.66
24/11/2021,15677.9,15848.56,15591.36,15845.23
23/11/2021,15809.5,15895.86,15601.46,15775.14
22/11/2021,16120.9,16212.23,15851.04,15854.76
19/11/2021,16042.2,16121.12,16017.23,16057.44
18/11/2021,15973.4,16010.88,15848.83,15993.71
17/11/2021,15973.62,15998.57,15909.39,15921.57
16/11/2021,15840.3,15989.61,15825,15973.86
15/11/2021,15894.8,15918.45,15778.31,15853.85
12/11/2021,15752.6,15874.58,15705.38,15860.96
11/11/2021,15752.1,15768.03,15695.77,15704.28
10/11/2021,15753.8,15867.24,15543.68,15622.71
09/11/2021,16024.1,16035.21,15836.68,15886.54
08/11/2021,15995.7,16038.23,15961.8,15982.36
05/11/2021,16003.6,16053.39,15900.78,15971.59
04/11/2021,15849.7,15966.09,15827.66,15940.31
03/11/2021,15658.5,15821.58,15616.44,15811.58
02/11/2021,15584,15656.6,15569.27,15649.6
01/11/2021,15541.3,15598.95,15470.82,15595.92
29/10/2021,15323.3,15504.12,15323.29,15498.39
28/10/2021,15304.7,15452.3,15290.31,15448.12
27/10/2021,15276,15364.54,15235.84,15235.84
26/10/2021,15317.5,15384,15198.23,15235.71
25/10/2021,15142.9,15259.63,15070.75,15226.71
22/10/2021,15158.1,15193.01,15021.02,15090.2
21/10/2021,15104.8,15222.25,15094.14,15215.7
20/10/2021,15160,15178.39,15071.15,15121.68
19/10/2021,15073.1,15137.85,15049.73,15129.09
18/10/2021,14839.7,15026.68,14833.28,15021.81
15/10/2021,14891.2,14904.98,14847.96,14897.34
14/10/2021,14717.5,14827.56,14699.52,14823.43
13/10/2021,14537.2,14589.28,14471.88,14571.63
12/10/2021,14539.1,14552.71,14441.6,14465.92
11/10/2021,14540.1,14665.99,14482.62,14486.2
08/10/2021,14694.7,14699.91,14569.68,14579.54
07/10/2021,14631.8,14755.72,14615.14,14654.02
06/10/2021,14289.4,14509.55,14259.07,14501.91
05/10/2021,14312.9,14508.65,14299.78,14433.83
04/10/2021,14493.1,14499.74,14181.69,14255.48
01/10/2021,14494.9,14606.82,14324.01,14566.7
30/09/2021,14582.6,14632.36,14444.3,14448.58
29/09/2021,14614.88,14676.62,14493.67,14512.44
28/09/2021,14787.2,14817.74,14539.88,14546.68
27/09/2021,14954.18,15003.16,14864.96,14969.97
24/09/2021,14961.6,15067.56,14946.57,15047.7
23/09/2021,14960,15085.44,14932.51,15052.24
22/09/2021,14800.6,14950.12,14767.01,14896.85
21/09/2021,14803.4,14847.03,14696.47,14746.4
20/09/2021,14758.1,14841.82,14530.07,14713.9
17/09/2021,15163.4,15166.56,14998.73,15043.97
16/09/2021,15120.1,15205.5,15047.14,15181.92
15/09/2021,15071.3,15174.38,14984.68,15161.53
14/09/2021,15168.4,15181.19,15008.3,15037.76
13/09/2021,15211.4,15215.44,15030.85,15105.58
10/09/2021,15332.9,15349.47,15111.31,15115.49
09/09/2021,15296.1,15352.38,15245.17,15248.25
08/09/2021,15360.3,15360.35,15206.61,15286.64
07/09/2021,15376,15403.44,15343.28,15374.33
03/09/2021,15313.4,15375.56,15283.67,15363.52
02/09/2021,15358.47,15380.07,15285.35,15331.18
01/09/2021,15309,15379.5,15302.11,15309.38
